"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Succiniclasticum",60214.4994211299,0.146980831551528,0.529201107908505,0.277740974754232,0.781211204258979,0.991627631154911
"Acidaminococcus",428.984478426674,0.110321387466893,0.232095703926813,0.475327141348899,0.634553816579749,0.991627631154911
"RUG643",15212.7377271041,1.04482788709298,0.569176165931264,1.83568453781524,0.0664043260689558,0.590029005609439
"Selenomonas_A",33771.8991274691,1.4989485804657,0.899406175285452,1.66659805286523,0.0955943563354862,0.752030584590601
"Selenomonas_B",16631.48960469,1.23920989613233,0.748384043434293,1.65584756516944,0.0977526925007195,0.752030584590601
"Anaerovibrio",6378.57439660834,0.873321719435292,0.45791999622826,1.90714912349005,0.0565012795465777,0.573010440654928
"UBA3796",8191.83677334095,1.15842664619346,0.7653439518477,1.51360266635253,NA,NA
"UBA9786",2030.51970949766,0.913322899914643,0.423797149403399,2.15509448612473,0.0311544411171417,0.498471057874267
"Selenomonas_C",1269.42520903093,0.555752936382504,0.535237945468659,1.03832873040397,0.299117037325784,0.991627631154911
"UBA2897",1069.96839753229,0.837564306045872,0.658943940832211,1.27107065433832,0.203703514092904,0.984234290871907
"Mitsuokella",500.171041163722,0.221670847834189,0.702597232118367,0.3155020226394,0.752380515582811,0.991627631154911
"UBA7018",272.663740087353,0.800485073795808,0.314589182734386,2.5445410005457,0.0109421465058512,0.319322730056169
"UBA2913",291.894203456387,0.706299409447609,0.479423622777329,1.47322613215422,NA,NA
"RUG024",211.805927645986,0.647344395456271,0.626992521757952,1.03245951585077,0.30185690348879,0.991627631154911
"RUG11126",138.782495383393,0.685101094534998,0.482477785245538,1.41996401800415,0.155618156696557,0.962003150487809
"RUG114",92.8130142599609,0.287074409785332,0.399005476570668,0.719474860978476,0.47184838609618,0.991627631154911
"Dialister",1223.82968125756,0.361591208534123,0.39586391771798,0.91342300308291,0.361020111975329,0.991627631154911
"Megasphaera",203.949503321878,0.269338547998189,0.405218903942113,0.664674193079269,0.50625890351425,0.991627631154911
"Caecibacter",97.1015171423198,0.357300288634823,0.234529095904386,1.52347958046318,0.127638765546424,0.890198569964804
"UBA1367",14833.5875493523,-0.0695675813974319,0.317709550415533,-0.21896597476042,0.826676552794841,0.991627631154911
"RUG440",6382.13081481634,0.458685328669441,0.494510027466057,0.927555162065798,0.353638365352747,0.991627631154911
"RUG721",2969.99244683895,-0.945862227423442,0.90461490196066,-1.04559655757757,0.295747339308056,0.991627631154911
"Olsenella",3185.95353718292,0.161848694150244,0.807289521196825,0.200484076530932,0.841102010281109,0.991627631154911
"Olegusella",546.391711478576,-0.166351624418622,0.297032076613011,-0.560045993400752,0.575448066390809,0.991627631154911
"UBA7741",533.262074779573,-0.0588066841420462,0.320051669288415,-0.183741219887381,0.854216470590266,0.991627631154911
"Olsenella_B",511.013713417861,0.108372835470492,0.371043195118504,0.292076062561611,0.770228468396776,0.991627631154911
"UBA7748",416.365570743131,0.189532293073492,0.471862507337142,0.401668473604903,0.687928029317664,0.991627631154911
"CADBMC01",248.487322101358,-0.29889588271829,0.391508072071106,-0.7634475609586,0.445196524666124,0.991627631154911
"CACZNT01",292.016052881745,0.0638163011450379,0.316757047222504,0.201467660166091,0.840332914410176,0.991627631154911
"CACXFF01",250.731890799949,-0.260812525190561,0.255001039636147,-1.02279004651395,0.306407125160348,0.991627631154911
"CADAUA01",235.8201867139,-0.17172794192207,0.30608923344557,-0.561038818611724,0.574771074461152,0.991627631154911
"UBA9715",17458.0320843188,0.112379435799197,0.491696331152783,0.228554554262635,0.819215150024777,0.991627631154911
"CACXMZ01",736.181947946936,-0.227025015173459,0.270919850558586,-0.837978519127983,0.402042767893177,0.991627631154911
"RUG013",267.30264863632,0.00792424757244965,0.277052627195114,0.0286019578759273,0.977182050565373,0.991627631154911
"QAMH01",883.574218208332,-1.40426134629273,0.545495035959954,-2.57428803879311,0.0100446611614717,0.319322730056169
"CACZQA01",183.84101207307,-0.0604670657657894,0.286080604985288,-0.211363737045015,0.83260345115084,0.991627631154911
"CADBRF01",203.617799498363,0.101031776324077,0.665632277241511,0.151783168843267,0.879357957632136,0.991627631154911
"RUG844",1126.24705955801,-1.56982066730503,0.904273356556071,-1.73600234478178,0.0825634199661521,0.701789069712293
"CADBOM01",657.656862351141,-0.0772606297800619,0.256006132693905,-0.301792105396315,0.762810549427619,0.991627631154911
"CAIFEU01",185.967536337191,-0.14304653145139,0.29928473760451,-0.477961330725853,0.632677728016775,0.991627631154911
"RUG033",179.037563611551,0.0803816412147146,0.227250754933717,0.353713417753704,0.723553665958847,0.991627631154911
"Bifidobacterium",1022.01371045578,-0.150017238603614,0.670323526169232,-0.223798259716369,0.82291428417148,0.991627631154911
"RUG039",92.1831909588731,-0.595542101604867,0.649050121717266,-0.917559494525898,0.358849532069381,0.991627631154911
"Pseudoscardovia",29.3551833205496,-0.945486446096409,2.01778249530676,-0.468576988994379,0.639372028418735,0.991627631154911
"RUG11864",126.6897868619,-0.290109368904458,0.774111980765195,-0.374764085962977,0.707835926086827,0.991627631154911
"Saccharopolyspora",399.901525501372,-0.175080460584843,0.329963733156474,-0.530605163512977,0.59569241678356,0.991627631154911
"Corynebacterium",868.825221939945,-0.570595546586998,0.656151120062363,-0.869609955908886,0.384513595123252,0.991627631154911
"Thermobifida",188.506373772339,-0.208290577765958,0.410633557687088,-0.507241977346333,0.61198504477958,0.991627631154911
"CADAWZ01",16697.5698863844,-2.01413068934172,0.698941456745558,-2.88168725707014,0.0039555212069421,0.239089281841834
"Bruticola",888.352137401214,-2.64001848078394,0.890077620892278,-2.96605421686414,0.00301647307924244,0.239089281841834
"UBA1436",5288.74254815553,0.0288099807160473,0.493458122575099,0.0583838412988383,0.953442885591145,0.991627631154911
"UBA1174",1529.48091409409,0.186035475317085,0.26859631059359,0.692621111980102,0.488547357718805,0.991627631154911
"CADBRU01",936.000529154359,0.735885450904696,0.671240001859986,1.09630750382215,0.272944226658695,0.991627631154911
"CACZRG01",484.358401023142,-3.37349466419113,1.58184199488948,-2.13263693535132,0.0329545209522129,0.512207411371537
"RUG658",5223.11087649057,1.24841546142998,0.782924627728173,1.59455382704275,0.110812044812195,0.807268874395827
"RUG369",4694.6980649192,-0.26693477922562,0.503563229350368,-0.530091880556857,0.596048228294345,0.991627631154911
"RUG11551",2576.69097152317,1.27277149472232,0.575633179186105,2.21108084235503,0.0270302393366932,0.498471057874267
"RUG695",1154.20814147728,0.291842035798557,0.342552035209556,0.851964098301219,0.394234018675047,0.991627631154911
"Flexilinea",5490.08526625471,-0.289541861758022,0.252542948136804,-1.14650543162732,0.251586081086724,0.991627631154911
"UBA1177",2191.24798463877,-0.246736795061389,0.618934010201094,-0.398647983459857,0.690152600437828,0.991627631154911
"MGYG000294343",889.868003339,-0.0434809414705385,0.567060555787925,-0.0766777745810976,0.938879885791127,0.991627631154911
"RUG334",2547.19071405593,0.920707484658065,0.714640431399626,1.28835067847317,0.197623919312073,0.984234290871907
"UBA2866",1110.1718285937,-0.181358737631203,0.328948437488,-0.551328770600467,0.58140831937113,0.991627631154911
"Desulfovibrio",786.440896698604,-0.567542955022833,0.291106443016457,-1.94960629913213,0.0512230620342178,0.571289097476778
"RUG730",370.777460699914,0.184635623711442,0.888606383847864,0.207781113288798,0.835399880190121,0.991627631154911
"UBA7702",474.967809276389,0.256952430131694,0.412606986831885,0.622753463543235,0.533446543627153,0.991627631154911
"CACXFL01",446.95443201159,-0.508741802610782,1.15799585365579,-0.439329554596146,0.660422762249388,0.991627631154911
"Campylobacter",43.3559762242053,0.405061961550165,1.68068312364992,0.241010310539977,0.809547125382706,0.991627631154911
"Methanobrevibacter_A",97615.070946213,-0.340863780940223,0.213957861480136,-1.59313510885819,0.111129884693648,0.807268874395827
"Methanobrevibacter",30801.7626706605,0.0184391925195093,0.245691619594791,0.0750501484337165,0.940174811685756,0.991627631154911
"Methanobrevibacter_B",2248.47352618315,0.156278311704094,0.477006428536172,0.32762307246818,0.743196674652393,0.991627631154911
"Methanosphaera",1385.82596021221,0.0356911850474257,0.242211307669575,0.147355568948563,0.882851373455491,0.991627631154911
"CADBMS01",508.566543859748,0.196134660439893,0.390265463222034,0.502567300781893,0.615268523999347,0.991627631154911
"Methanomethylophilus",2267.58820540815,0.271602575086553,0.433760653653518,0.626157704252043,0.531211506395521,0.991627631154911
"ISO4-G1",1038.6844754792,0.716662177286668,0.364871976458241,1.96414694338327,0.0495130536097524,0.571289097476778
"UBA7597",54.7394493235324,-0.0931633005702989,1.0574821969495,-0.08809916690706,0.929797858518332,0.991627631154911
"UMGS1490",34.6126345076569,0.263671981179153,2.64132335516856,0.0998257107230728,0.92048269579601,0.991627631154911
